ORG_Entity,Lemma_Entity,Suspicious,Lemma_Cleaned,Matched_Category
Izby Zarządzających Funduszami i Aktywami,izba zarządzać fundusz i aktyw,False,izba zarządzać fundusz i aktyw,Government / Public Administration
Kaufland,kaufland,False,kaufland,Company / Business
Qwerty,qwerty,False,qwerty,Other / Unclear
LOFT Decora,loft decora,False,loft decora,Company / Business
BAAD Games Studio,baad games studio,False,baad games studio,Company / Business
Remontowa Electrical Solutions,remontowy electrical solutions,False,remontowy electrical solutions,Company / Business
American Mathematical Society,american mathematical society,False,american mathematical society,NGO / Association / Foundation
ASA,asa,False,asa,Company / Business
Ruberg AB,ruberg ab,False,ruberg ab,Company / Business
CPTAC,cptac,False,cptac,Health / Hospitals / Medical
PGZ,partecem,False,partecem,Military / Defense / Security
SPACE PL,space plac,False,space plac,Company / Business
Trójkąta Lubelskiego,trójkąta lubelski,False,trójkąta lubelski,International Organization / EU
KIiA,kie,False,kie,Other / Unclear
Partner Stocznia Sp.z o.o.,partner stocznia sp.z ograniczona_odpowiedzialność .,True,partner stocznia sp.z o.o.,Company / Business
Radiu Białystok,radio białystok,False,radio białystok,Media / Publishing
IG UP,in upoty,False,in upoty,Other / Unclear
Policja,policja,False,policja,Military / Defense / Security
PBŚ,pbś,False,pbś,Other / Unclear
PKN,pon,False,pon,Government / Public Administration
Ministerstwo Rodziny i Polityki Społecznej,ministerstwo rodzina i polityka społeczny,False,ministerstwo rodzina i polityka społeczny,Government / Public Administration
IF UO,if uo,False,if uo,Other / Unclear
International Centre of Photography,international centre of photography,False,international centre of photography,International Organization / EU
Menavitin GmbH,menavitin gieb,False,menavitin gieb,Company / Business
Balustrady Skrzypiński Sp. z o.o.,balustrada skrzypiński sa . z ograniczona_odpowiedzialność .,True,balustrada skrzypiński s.a. z o.o.,Government / Public Administration
Alamty,alamty,False,alamty,Other / Unclear
Muzeum Warszawy,muzeum warszawy,False,muzeum warszawy,Cultural Institution / Arts
DNV GL,dok garpóp,False,dok garpóp,Government / Public Administration
SPIN-US Sp. z o.o.,spin-us sa . z ograniczona_odpowiedzialność .,True,spin-us s.a. z o.o.,Company / Business
Zakładu Ubezpieczeń Społecznych,zakład ubezpieczenie społeczny,False,zakład ubezpieczenie społeczny,Government / Public Administration
Allied Command Transformation,allied command transformation,False,allied command transformation,International Organization / EU
CLOR,clor,False,clor,Other / Unclear
Mixed Works,mixed works,False,mixed works,Company / Business
RAFAKO,rafako,False,rafako,Company / Business
Ambasadą Kanady,ambasadą kanady,False,ambasadą kanady,Government / Public Administration
Rozenblat,rozenblat,False,rozenblat,Other / Unclear
Komitet Odbudowy Polskiego Cmentarza,komitet odbudowa polski cmentarz,False,komitet odbudowa polski cmentarz,NGO / Association / Foundation
Galeria Sztuki Współczesnej Bunkier Sztuki,galeria sztuka współczesny bunkier sztuka,False,galeria sztuka współczesny bunkier sztuka,Cultural Institution / Arts
NZOZ Creator,nzoz creator,False,nzoz creator,Health / Hospitals / Medical
NCBiR,ncbir,False,ncbir,Government / Public Administration
ŁODR,łodr,False,łodr,Government / Public Administration
Centrum Prewencji Terrorystycznej ABW,centrum prewencja terrorystyczna abw,False,centrum prewencja terrorystyczna abw,Government / Public Administration
TV Trwam,te_jeta_bowy trwam,True,TV trwam,Media / Publishing
LBG Kostrzyca,lek kostrzyca,False,lek kostrzyca,Company / Business
IARC,iarc,False,iarc,International Organization / EU
PIED,pied,False,pied,Other / Unclear
Helsińska Fundacja Praw Człowieka,helsińska fundacja prawo człowiek,False,helsińska fundacja prawo człowiek,NGO / Association / Foundation
Trybunał Konstytucyjny,trybunał konstytucyjny,False,trybunał konstytucyjny,Government / Public Administration
AON,aon,False,aon,Company / Business
Hydrotech ZOŚ,hydrotech zoś,False,hydrotech zoś,Company / Business
WCZ,wcięk,False,wcięk,Government / Public Administration
Kujawsko-Pomorskie Towarzystwo Kulturalne,kujawski - pomorski towarzystwo kulturalny,False,kujawski - pomorski towarzystwo kulturalny,NGO / Association / Foundation
Centrów Zarządzania Kryzysowego,centrum zarządzanie kryzysowy,False,centrum zarządzanie kryzysowy,Government / Public Administration
Pratt & Whitney,pratt & whitney,False,pratt & whitney,Company / Business
CBRTP CBRTP,cbrtp cbrtp,False,cbrtp cbrtp,Company / Business
The Karski Educational Foundation,the karski educational foundation,False,the karski educational foundation,NGO / Association / Foundation
GUMed,gumed,False,gumed,Other / Unclear
OptiNav sp. z o.o.,optinav sa . z ograniczona_odpowiedzialność .,True,optinav s.a. z o.o.,Company / Business
WHiSM,whism,False,whism,Other / Unclear
WAAM,waam,False,waam,International Organization / EU
ESGIB,esgib,False,esgib,Health / Hospitals / Medical
AGAPLAST,agaplast,False,agaplast,Company / Business
ŁZS Amicus,ło_tytat amicus,True,ło_tytat amicus,NGO / Association / Foundation
Polskiego Związku Producentów Szparaga,polski związek producent szparaga,False,polski związek producent szparaga,NGO / Association / Foundation
RED-BUD,redakcja - bud,False,redakcja - bud,Company / Business
UMWL,umwla,False,umwla,Other / Unclear
Bank Gospodarstwa Krajowego,bank gospodarstwo krajowy,False,bank gospodarstwo krajowy,Government / Public Administration
WNT,wota,False,wota,Media / Publishing
KM UJK,kilometr ujka,False,kilometr ujka,Other / Unclear
MossLab,mosslab,False,mosslab,Company / Business
IERiGŻ,ierigż,False,ierigż,Other / Unclear
PTE,pet,False,pet,NGO / Association / Foundation
Rockwell Collins,rockwell collins,False,rockwell collins,Company / Business
Wojewódzkie Urzędy Pracy,wojewódzki urząd praca,False,wojewódzki urząd praca,Government / Public Administration
ChM,chm,False,chm,Company / Business
IERiGŻ-PIB,ierigż - pib,False,ierigż - pib,Other / Unclear
EZRA UKSW,ezra uks,False,ezra uks,Other / Unclear
Polską Macierzą Szkolną,polski macierzą szkolna,False,polski macierzą szkolna,Education (non-university)
Sudecka Zagroda Edukacyjna,sudecko zagroda edukacyjna,False,sudecko zagroda edukacyjna,Cultural Institution / Arts
PAA,paa,False,paa,Government / Public Administration
Singer Instruments,singer instruments,False,singer instruments,Company / Business
Śląskiego Okręgowego Oddziału PCK,śląski okręgowy oddział pck,False,śląski okręgowy oddział pck,NGO / Association / Foundation
FRONTEX,frontex,False,frontex,International Organization / EU
KMO,kmo,False,kmo,NGO / Association / Foundation
Eko-Farm,eko - farm,False,eko - farm,Company / Business
OBiKJŚ Katowice,obikjś katowice,False,obikjś katowice,Other / Unclear
MarMar Investment,marmar investment,False,marmar investment,Company / Business
Komitetu do Spraw Pożytku Publicznego,komitet do sprawa pożytku publiczny,False,komitet do sprawa pożytku publiczny,Government / Public Administration
Thales,thales,False,thales,Company / Business
Urzędem Miasta Poznania,urząd miasto poznanie,False,urząd miasto poznanie,Government / Public Administration
WITU,wit,False,wit,Military / Defense / Security
Narodowego Centrum Badania i Rozwoju,narodowy centrum badanie i rozwój,False,narodowy centrum badanie i rozwój,Government / Public Administration
Instruktorów Nord Walk,instruktor nordzinia walka,False,instruktor nordzinia walka,Other / Unclear
PAŻP,pażpacpa,False,pażpacpa,Government / Public Administration
Uponor Infra,uponor infra,False,uponor infra,Company / Business
Ud’A,ud’a,False,ud’a,Other / Unclear
Komisji Transportu i Turystyki Parlamentu Europejskiego,komisja transport i turystyka parlament europejski,False,komisja transport i turystyka parlament europejski,Government / Public Administration
VOX,vox,False,vox,Company / Business
Intratic,intratic,False,intratic,Company / Business
Olimp Labs,olimp labs,False,olimp labs,Company / Business
Galeria ZPAP,galeria zpap,False,galeria zpap,Cultural Institution / Arts
Polską Izbę Celną,polski izba celny,False,polski izba celny,Government / Public Administration
WGMS National Correspondent,wy national correspondent,False,wy national correspondent,Other / Unclear
United States Fleet Forces Command,united states fleet forces command,False,united states fleet forces command,International Organization / EU
TES,tes,False,tes,Other / Unclear
Warszawskiej Szkoły Historii Idei,warszawski szkoła historia idea,False,warszawski szkoła historia idea,Education (non-university)
Centrum Badawczo-Produkcyjnego ALCOR,centrum badawczy - produkcyjny alcor,False,centrum badawczy - produkcyjny alcor,NGO / Association / Foundation
Komendy Wojewódzkiej Policji,komenda wojewódzka policja,False,komenda wojewódzka policja,Military / Defense / Security
Radio Wrocław,radio wrocław,False,radio wrocław,Media / Publishing
Astronomische Geselschaft,astronomische geselschaft,False,astronomische geselschaft,NGO / Association / Foundation
Centrum Leczenia Oparzeń,centrum leczenie oparzeń,False,centrum leczenie oparzeń,Health / Hospitals / Medical
Ministerstwo Infrastruktury i Budownictwa,ministerstwo infrastruktura i budownictwo,False,ministerstwo infrastruktura i budownictwo,Government / Public Administration
Królewskie Towarzystwo Ochrony Ptaków,królewsko towarzystwo ochrona ptak,False,królewsko towarzystwo ochrona ptak,NGO / Association / Foundation
Elbit,elbit,False,elbit,Company / Business
Stowarzyszenie projektantów Boliwijskich,stowarzyszenie projektant boliwijski,False,stowarzyszenie projektant boliwijski,NGO / Association / Foundation
Komitetów Technicznych RILEM CMS,komitet techniczny rilem ce_,True,komitet techniczny rilem ce_,International Organization / EU
RPO,rpo,False,rpo,Government / Public Administration
Astronika,astronik,False,astronik,Company / Business
Okręgowych Stacji Chemiczno-Rolniczych,okręgowy stacja chemiczno - rolniczy,False,okręgowy stacja chemiczno - rolniczy,Government / Public Administration
Tauron,tauron,False,tauron,Company / Business
Stahlton AG,stahlton ag,False,stahlton ag,Company / Business
NCI,nię,False,nię,Health / Hospitals / Medical
NCBIR,ncbir,False,ncbir,Government / Public Administration
Team Europe,team europe,False,team europe,International Organization / EU
INOB,inob,False,inob,Other / Unclear
Zespołu,zespół,False,zespół,Other / Unclear
BrainTech,braintech,False,braintech,Company / Business
INoPiB USz,inopib ustęp,False,inopib ustęp,Other / Unclear
Doto,doto,False,doto,Company / Business
Yanko Sp. z o.o.,yanko sa . z ograniczona_odpowiedzialność .,True,yanko s.a. z o.o.,Company / Business
MNW,mziędz,False,mziędz,Cultural Institution / Arts
Bardeta-Biedla,bardeta - biedla,False,bardeta - biedla,Other / Unclear
Podkarpacką Izbą Inżynierów Budownictwa,podkarpacką izba inżynier budownictwo,False,podkarpacką izba inżynier budownictwo,Government / Public Administration
Narodowym Centrum Promieniowania Synchrotronowego SOLARIS,narodowy centrum promieniowanie synchrotronowy solaris,False,narodowy centrum promieniowanie synchrotronowy solaris,Government / Public Administration
UHK,uhk,False,uhk,Other / Unclear
SSEES,ssees,False,ssees,Media / Publishing
WWF,wwfędzwa,False,wwfędzwa,International Organization / EU
Centrów Usług Wspólnych,centrum usługa wspólny,False,centrum usługa wspólny,Government / Public Administration
GUGiK,gugik,False,gugik,Government / Public Administration
European Committee of the Regions,european committee of the regions,False,european committee of the regions,International Organization / EU
COSMO,cosmo,False,cosmo,Other / Unclear
Kaiping Genuine,kaiping genuine,False,kaiping genuine,Company / Business
KUL,kul,False,kul,Other / Unclear
HAMKARI,hamkari,False,hamkari,NGO / Association / Foundation
Ministerstwo Klimatu i Środowiska,ministerstwo klimat i środowisko,False,ministerstwo klimat i środowisko,Government / Public Administration
Ministerstwo Spraw Wewnętrznych Republiki Słowacji,ministerstwo sprawa wewnętrzny republika słowacji,False,ministerstwo sprawa wewnętrzny republika słowacji,Government / Public Administration
Śląskiej Radzie Innowacji,śląsko rada innowacja,False,śląsko rada innowacja,Government / Public Administration
Polskiego Towarzystwa Chorób Płuc,polski towarzystwo choroba płuco,False,polski towarzystwo choroba płuco,NGO / Association / Foundation
KFiT,kfit,False,kfit,Other / Unclear
Lewica,lewica,False,lewica,Other / Unclear
Generalną Dyrekcję Ochrony Środowiska,generalna dyrekcja ochrona środowisko,False,generalna dyrekcja ochrona środowisko,Government / Public Administration
Sąd,sąd,False,sąd,Government / Public Administration
CREDO,credo,False,credo,Religious Organization
Inspekcji Weterynaryjnej,inspekcja weterynaryjny,False,inspekcja weterynaryjny,Government / Public Administration
New Connect,new connect,False,new connect,Company / Business
KSR,ko_ansdyptupa,True,ko_ansdyptupa,NGO / Association / Foundation
PAP,pap,False,pap,Media / Publishing
POLSA,pols,False,pols,Government / Public Administration
Zakładzie,zakład,False,zakład,Other / Unclear
UM Katowice,um katowice,False,um katowice,Other / Unclear
Dermena North America Inc.,dermen northacoz america inc .,False,dermen northacoz america inc .,Company / Business
Artluk,artluk,False,artluk,Cultural Institution / Arts
OSU,osu,False,osu,Other / Unclear
Baltic Rim Economies,baltic rima economies,False,baltic rima economies,Other / Unclear
Break The Silence,break the silence,False,break the silence,Other / Unclear
Szkole Muzycznej I stopnia,szkoła muzyczny i stopień,False,szkoła muzyczny i stopień,Education (non-university)
Urzędu Patentowego,urząd patentowy,False,urząd patentowy,Government / Public Administration
UEP,uep,False,uep,International Organization / EU
OZE,óez,False,óez,Other / Unclear
UPRP,upro,False,upro,Government / Public Administration
Centrum Historyczno-Kulturalne Fiłosofowów,centrum historyczny - kulturalny fiłosofowy,False,centrum historyczny - kulturalny fiłosofowy,Cultural Institution / Arts
Międzynarodowego Funduszu Wyszehradzkiego,międzynarodowy fundusz wyszehradzki,False,międzynarodowy fundusz wyszehradzki,Government / Public Administration
Fundacja Teatr Wyobraźni,fundacja teatr wyobraźnia,False,fundacja teatr wyobraźnia,NGO / Association / Foundation
Spółką „Destylacje Polskie,spółka „ destylacje polski,False,spółka „ destylacje polski,Company / Business
KBF,kiftąm,False,kiftąm,Cultural Institution / Arts
MASK Group,mask group,False,mask group,Company / Business
UM Sopotu,um sopot,False,um sopot,Other / Unclear
VisioWave,visiowave,False,visiowave,Company / Business
Głównego Inspektoratu Ochrony Środowiska,główny inspektorat ochrona środowisko,False,główny inspektorat ochrona środowisko,Government / Public Administration
